grid_id,row,col,event1_num,event2_num,event3_num,event4_num
0,40,38,5.823721238584767e-08,1.4245711277283135e-08,-4.8124054075060485e-08,-8.433827858311815e-09
1,40,39,-1.0240214010082127e-07,-1.3546188171176254e-08,4.5689017014183264e-08,-3.363626932539887e-09
2,40,40,1.7841664146089897e-07,5.245862766400933e-08,-4.773613682118594e-08,7.430813298014982e-08
3,41,38,1.2237955537841572e-08,2.048436016366395e-07,4.904908479375081e-08,1.7115606709694475e-08
4,41,39,-2.980343438707678e-08,-2.460769223944226e-07,-1.0483697110430512e-07,4.137107101342963e-09
5,41,40,1.6599851448972913e-07,5.815025474475988e-07,1.7946740626939572e-07,-3.7858640666854626e-08
6,41,41,-1.4403099157789256e-07,-1.7353803514197352e-06,-4.0948728496914555e-07,4.011157628269757e-08
7,42,37,-2.2445242109370156e-08,-2.002600751893624e-08,8.746683022309298e-08,2.4455756530983308e-08
8,42,38,3.3416192479762685e-08,-1.539228975389051e-07,-1.286486206453219e-08,-1.8088130104843003e-08
9,42,39,4.649329454764484e-08,3.0416629215324065e-07,-1.1599369464931897e-08,1.4670522574533607e-08
10,42,40,-8.93244873623189e-08,-6.547467137352214e-07,1.1199007587947563e-07,-1.5229248973014364e-08
11,42,41,-4.950869652020629e-07,1.2095880492779543e-06,-2.5069164166779956e-07,4.507219486526992e-08
12,42,42,5.874132966710022e-07,-2.5288061351602664e-06,7.419216103699e-07,1.3919280661411904e-07
13,43,37,-1.5644030071371162e-08,-2.590717826933542e-07,5.921053158886025e-08,-1.2445153352302896e-08
14,43,38,2.7372729860530853e-08,3.1843640613260504e-07,-4.037214562657709e-09,4.489781346705968e-08
15,43,39,-1.881695510519421e-07,-2.3329064902100072e-07,1.2269142368737107e-09,-2.335703186417959e-08
16,43,40,3.3052325321136777e-09,2.4126579845074048e-08,-8.937955442434031e-08,-1.0631334035338114e-08
17,43,41,9.243453291674086e-07,8.524838222001563e-07,2.529086486902088e-07,3.793755922743003e-07
18,43,42,7.360513336607255e-07,-6.17070838870859e-07,-4.771128487845999e-07,-6.106183150222932e-07
19,43,43,2.4280511752294842e-06,-1.8523805920267478e-06,-3.1001926004137204e-07,7.569794036044186e-08
20,44,30,1.148427713815181e-06,-7.798086699040141e-06,6.765669695596443e-07,9.88947022051434e-07
21,44,31,5.430114242699347e-07,8.412690476689022e-06,2.208648766099941e-06,1.4355944131239085e-06
22,44,32,4.2446581574040465e-06,7.468011062883306e-06,2.9807017654093215e-07,1.7717054561217083e-06
23,44,33,7.921505584818078e-07,-2.7929916086577578e-06,3.323930570786615e-07,-2.817060362758639e-07
24,44,34,-7.635251790816255e-07,-7.705521056777798e-07,-1.2581871544625756e-08,-2.5748073539944016e-07
25,44,35,1.940682352596923e-07,8.423804729318363e-07,-7.1463787776338e-08,6.530073193289354e-08
26,44,36,-4.5981202845268854e-08,-4.050462791838072e-07,1.4341151377550432e-08,-1.0691731056056142e-08
