grid_id,row,col,event1_num,event2_num,event3_num,event4_num
0,40,7,4.500233193906189e-13,1.0135144676640118e-12,-1.6804773176302967e-13,1.6662813164848578e-13
1,40,8,-2.3020162165376945e-12,-7.022185025302996e-13,5.208367374540113e-13,-2.3602869875585797e-13
2,40,9,3.6814011040997574e-12,-7.356718532969264e-12,-1.6541727839922138e-12,-2.9269856395390537e-13
3,40,10,5.156443848297609e-12,3.1113653320424817e-11,1.5348204478182748e-13,2.6437851474020446e-12
4,40,11,-3.9624512004898804e-11,-7.355356601568275e-11,-7.631220308446096e-12,-1.9914016616273678e-11
5,40,12,1.4656881264230037e-10,-2.429213080690218e-12,-2.2277553066163414e-11,1.1920469819570734e-11
6,40,13,1.015008285754071e-10,7.949942371077157e-10,6.24002099991472e-11,6.896448689897028e-11
7,40,14,-1.805603444537951e-09,-2.7069706476368083e-09,-5.999868657458052e-11,-6.224475379568162e-10
8,40,15,6.546487796299516e-10,2.6275008835341396e-09,1.0221999913184732e-09,1.453546949470308e-09
9,40,16,-1.18449561270495e-09,3.886916566386844e-09,1.1246181763624463e-09,1.6338459474241063e-09
10,40,17,8.381319638317564e-09,-4.767470418443054e-09,-6.287988352227103e-09,-5.866087615657989e-09
11,40,18,-2.7571310567964247e-08,-1.530973925412127e-08,1.2633329049549502e-08,1.2509511648772786e-08
12,40,19,6.011282494000625e-08,1.6294851690190626e-08,-1.8118777589393176e-08,9.10146802368672e-09
13,40,20,9.230129904835849e-08,3.222580176043266e-07,1.0700073715952385e-07,1.7968119436773122e-07
14,40,21,-1.841870158614256e-07,-6.408322406059597e-07,-3.715469176768238e-08,1.0776393111200377e-08
15,40,22,3.6687453075501253e-07,-4.887303930445341e-07,1.9184089694590511e-07,3.2818797990330495e-07
16,40,23,5.261583737592446e-07,3.9778838072379585e-06,-3.133831327772896e-08,1.3183594091970008e-06
17,40,24,-9.755904102348723e-07,-2.301111635460984e-06,-1.097527047022595e-06,-1.9076453554589534e-06
18,40,25,8.291549846717317e-08,-1.068732399289729e-05,-1.030875182550517e-06,8.922224878915586e-07
19,40,26,8.618054039288836e-07,2.777488225547131e-05,7.686296157771721e-06,3.962865775974933e-06
20,40,27,-2.9727474611718208e-05,-4.0236009226646274e-05,4.2266942728019785e-06,2.6192479708697647e-05
21,40,28,5.8729452575789765e-05,0.00021761617972515523,0.0001421898923581466,0.00016141257947310805
22,40,29,0.00017697848670650274,-0.00011774233280448243,0.0001230608904734254,0.0002546916948631406
23,40,30,0.00187134207226336,0.001138257677666843,0.0013000911567360163,0.0007204095600172877
24,40,31,0.00021724787075072527,-0.00034519415930844843,3.747594018932432e-05,-3.1363815651275218e-06
25,40,32,6.844969175290316e-05,6.297276559052989e-05,-5.9980528021696955e-05,-7.321390853576304e-07
26,40,33,-1.627389679015323e-06,-1.989157135540154e-05,7.637722774234135e-06,-1.4060011608307832e-06
27,40,34,-2.2221000506306154e-07,5.897378741792636e-06,-2.8266497338336194e-06,-8.059071632260384e-08
28,40,35,-1.414848185277151e-07,-1.970432549569523e-06,5.376084573072148e-07,-1.8015627745171514e-07
